Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Jayden entered the patio.
2. Doll with pink dress entered the pantry.
3. Olivia entered the patio.
4. Doll with pink dress exited the pantry.
5. The tangerine is in the bucket.
6. Jayden moved the tangerine to the container.
7. Olivia exited the patio.
8. Doll with pink dress likes the slippers
9. Olivia entered the patio.",Where is the tangerine really?,container,Where was the tangerine at the beginning?,bucket,Where will Jayden look for the tangerine?,container,Where will Olivia look for the tangerine?,container,Where does Jayden think that Olivia searches for the tangerine?,container,Where does Olivia think that Jayden searches for the tangerine?,container
"1. Nathan entered the bedroom.
2. Teddy with red scarf entered the bedroom.
3. The stockings is in the cupboard.
4. Nathan exited the bedroom.
5. Teddy with red scarf moved the stockings to the pantry.
6. Teddy with red scarf exited the bedroom.
7. Nathan entered the back_yard.",Where is the stockings really?,pantry,Where was the stockings at the beginning?,cupboard,Where will Teddy with red scarf look for the stockings?,pantry,Where will Nathan look for the stockings?,cupboard,Where does Teddy with red scarf think that Nathan searches for the stockings?,cupboard,Where does Nathan think that Teddy with red scarf searches for the stockings?,cupboard
"1. Hannah entered the study.
2. Doll with freckles entered the study.
3. The skirt is in the bucket.
4. Doll with freckles exited the study.
5. Doll with freckles entered the study.
6. Hannah moved the skirt to the envelope.
7. Doll with freckles hates the eggplant",Where is the skirt really?,envelope,Where was the skirt at the beginning?,bucket,Where will Hannah look for the skirt?,envelope,Where will Doll with freckles look for the skirt?,envelope,Where does Hannah think that Doll with freckles searches for the skirt?,envelope,Where does Doll with freckles think that Hannah searches for the skirt?,envelope
"1. Ethan entered the workshop.
2. Doll with curly hair entered the workshop.
3. Ethan likes the orange
4. Isla entered the workshop.
5. Ethan exited the workshop.
6. The orange is in the bottle.
7. Doll with curly hair hates the slacks
8. Isla exited the workshop.
9. Doll with curly hair moved the orange to the cupboard.",Where is the orange really?,cupboard,Where was the orange at the beginning?,bottle,Where will Doll with curly hair look for the orange?,cupboard,Where will Isla look for the orange?,bottle,Where does Doll with curly hair think that Isla searches for the orange?,cupboard,Where does Isla think that Doll with curly hair searches for the orange?,cupboard
"1. Oliver entered the office.
2. Doll with pink dress entered the office.
3. The stockings is in the envelope.
4. Oliver exited the office.
5. Doll with pink dress moved the stockings to the cupboard.
6. Doll with pink dress exited the office.
7. Oliver entered the study.",Where is the stockings really?,cupboard,Where was the stockings at the beginning?,envelope,Where will Doll with pink dress look for the stockings?,cupboard,Where will Oliver look for the stockings?,envelope,Where does Doll with pink dress think that Oliver searches for the stockings?,envelope,Where does Oliver think that Doll with pink dress searches for the stockings?,envelope
"1. Isabella entered the TV_room.
2. Doll with freckles entered the TV_room.
3. The lemon is in the basket.
4. Isabella moved the lemon to the drawer.
5. Doll with freckles exited the TV_room.
6. Owen entered the staircase.",Where is the lemon really?,drawer,Where was the lemon at the beginning?,basket,Where will Isabella look for the lemon?,drawer,Where will Doll with freckles look for the lemon?,drawer,Where does Isabella think that Doll with freckles searches for the lemon?,drawer,Where does Doll with freckles think that Isabella searches for the lemon?,drawer
"1. Evelyn entered the attic.
2. Marionette with smile entered the attic.
3. Lily entered the cellar.
4. The sweater is in the suitcase.
5. Evelyn moved the sweater to the box.
6. Marionette with smile exited the attic.
7. Lily exited the cellar.
8. Evelyn exited the attic.
9. Marionette with smile entered the attic.",Where is the sweater really?,box,Where was the sweater at the beginning?,suitcase,Where will Evelyn look for the sweater?,box,Where will Marionette with smile look for the sweater?,box,Where does Evelyn think that Marionette with smile searches for the sweater?,box,Where does Marionette with smile think that Evelyn searches for the sweater?,box
"1. Benjamin entered the attic.
2. Doll with pink dress entered the attic.
3. Ethan entered the hallway.
4. The dress is in the container.
5. Doll with pink dress moved the dress to the pantry.
6. Ethan exited the hallway.
7. Benjamin exited the attic.",Where is the dress really?,pantry,Where was the dress at the beginning?,container,Where will Doll with pink dress look for the dress?,pantry,Where will Benjamin look for the dress?,pantry,Where does Doll with pink dress think that Benjamin searches for the dress?,pantry,Where does Benjamin think that Doll with pink dress searches for the dress?,pantry
"1. Avery entered the back_yard.
2. Doll with pink dress entered the back_yard.
3. Doll with pink dress loves the suit
4. Nathan entered the laundry.
5. The jeans is in the pantry.
6. Avery exited the back_yard.
7. Doll with pink dress moved the jeans to the bottle.
8. Avery likes the peas",Where is the jeans really?,bottle,Where was the jeans at the beginning?,pantry,Where will Doll with pink dress look for the jeans?,bottle,Where will Avery look for the jeans?,pantry,Where does Doll with pink dress think that Avery searches for the jeans?,pantry,Where does Avery think that Doll with pink dress searches for the jeans?,pantry
"1. Alexander entered the patio.
2. Teddy with red scarf entered the patio.
3. Jacob entered the patio.
4. Teddy with red scarf likes the sweatshirt
5. Alexander exited the patio.
6. The tangerine is in the box.
7. Alexander dislikes the orange
8. Teddy with red scarf moved the tangerine to the treasure_chest.
9. Jacob exited the patio.",Where is the tangerine really?,treasure_chest,Where was the tangerine at the beginning?,box,Where will Teddy with red scarf look for the tangerine?,treasure_chest,Where will Jacob look for the tangerine?,treasure_chest,Where does Teddy with red scarf think that Jacob searches for the tangerine?,treasure_chest,Where does Jacob think that Teddy with red scarf searches for the tangerine?,treasure_chest
"1. Avery entered the master_bedroom.
2. Ava likes the turnip
3. Avery exited the master_bedroom.
4. Toy dinosaur with spots entered the master_bedroom.
5. Avery dislikes the green_pepper
6. Ava entered the master_bedroom.
7. The grapes is in the pantry.
8. Toy dinosaur with spots exited the master_bedroom.
9. Ava moved the grapes to the bathtub.",Where is the grapes really?,bathtub,Where was the grapes at the beginning?,pantry,Where will Ava look for the grapes?,bathtub,Where will Toy dinosaur with spots look for the grapes?,pantry,Where does Ava think that Toy dinosaur with spots searches for the grapes?,bathtub,Where does Toy dinosaur with spots think that Ava searches for the grapes?,bathtub
"1. Avery entered the back_yard.
2. Avery loves the sweatshirt
3. Rag bunny with floppy ears entered the back_yard.
4. The pumpkin is in the bucket.
5. Avery exited the back_yard.
6. Avery entered the laundry.
7. Charlotte entered the laundry.
8. Charlotte exited the laundry.
9. Rag bunny with floppy ears moved the pumpkin to the container.",Where is the pumpkin really?,container,Where was the pumpkin at the beginning?,bucket,Where will Rag bunny with floppy ears look for the pumpkin?,container,Where will Avery look for the pumpkin?,bucket,Where does Rag bunny with floppy ears think that Avery searches for the pumpkin?,bucket,Where does Avery think that Rag bunny with floppy ears searches for the pumpkin?,bucket
"1. Logan entered the garden.
2. Doll with pigtails entered the garden.
3. The potato is in the pantry.
4. Doll with pigtails exited the garden.
5. Doll with pigtails hates the grapes
6. Logan moved the potato to the envelope.
7. Doll with pigtails entered the garden.",Where is the potato really?,envelope,Where was the potato at the beginning?,pantry,Where will Logan look for the potato?,envelope,Where will Doll with pigtails look for the potato?,envelope,Where does Logan think that Doll with pigtails searches for the potato?,envelope,Where does Doll with pigtails think that Logan searches for the potato?,envelope
"1. Emily entered the garden.
2. Toy cow with bell entered the garden.
3. Emily likes the grapefruit
4. The underpants is in the cupboard.
5. Toy cow with bell exited the garden.
6. Emily moved the underpants to the box.
7. Emily exited the garden.
8. Toy cow with bell entered the staircase.
9. Abigail entered the garden.",Where is the underpants really?,box,Where was the underpants at the beginning?,cupboard,Where will Emily look for the underpants?,box,Where will Toy cow with bell look for the underpants?,cupboard,Where does Emily think that Toy cow with bell searches for the underpants?,cupboard,Where does Toy cow with bell think that Emily searches for the underpants?,cupboard
"1. Owen entered the living_room.
2. Rag bunny with floppy ears entered the living_room.
3. The apple is in the bucket.
4. Isabella entered the hall.
5. Rag bunny with floppy ears moved the apple to the crate.
6. Owen exited the living_room.
7. Rag bunny with floppy ears exited the living_room.
8. Owen entered the living_room.",Where is the apple really?,crate,Where was the apple at the beginning?,bucket,Where will Rag bunny with floppy ears look for the apple?,crate,Where will Owen look for the apple?,crate,Where does Rag bunny with floppy ears think that Owen searches for the apple?,crate,Where does Owen think that Rag bunny with floppy ears searches for the apple?,crate
"1. Lucas entered the hallway.
2. Rag doll with button eyes entered the hallway.
3. Lucas hates the boots
4. The socks is in the pantry.
5. Rag doll with button eyes moved the socks to the cupboard.
6. Rag doll with button eyes hates the jeans
7. Lucas exited the hallway.",Where is the socks really?,cupboard,Where was the socks at the beginning?,pantry,Where will Rag doll with button eyes look for the socks?,cupboard,Where will Lucas look for the socks?,cupboard,Where does Rag doll with button eyes think that Lucas searches for the socks?,cupboard,Where does Lucas think that Rag doll with button eyes searches for the socks?,cupboard
"1. Oliver entered the laundry.
2. Doll with pink dress entered the laundry.
3. Oliver dislikes the hat
4. The tangerine is in the bottle.
5. Doll with pink dress likes the shirt
6. Doll with pink dress exited the laundry.
7. Oliver moved the tangerine to the container.
8. Oliver exited the laundry.
9. Doll with pink dress entered the laundry.",Where is the tangerine really?,container,Where was the tangerine at the beginning?,bottle,Where will Oliver look for the tangerine?,container,Where will Doll with pink dress look for the tangerine?,container,Where does Oliver think that Doll with pink dress searches for the tangerine?,bottle,Where does Doll with pink dress think that Oliver searches for the tangerine?,bottle
"1. Owen entered the sunroom.
2. Owen dislikes the turnip
3. Rag bunny with floppy ears entered the sunroom.
4. The tomato is in the bucket.
5. Owen moved the tomato to the crate.
6. Rag bunny with floppy ears exited the sunroom.",Where is the tomato really?,crate,Where was the tomato at the beginning?,bucket,Where will Owen look for the tomato?,crate,Where will Rag bunny with floppy ears look for the tomato?,crate,Where does Owen think that Rag bunny with floppy ears searches for the tomato?,crate,Where does Rag bunny with floppy ears think that Owen searches for the tomato?,crate
"1. Aiden loves the orange
2. Aiden entered the garage.
3. Stuffed bunny with bow entered the garage.
4. The pear is in the cupboard.
5. Aiden moved the pear to the drawer.
6. Stuffed bunny with bow exited the garage.
7. Stuffed bunny with bow entered the garage.
8. Aiden loves the tomato",Where is the pear really?,drawer,Where was the pear at the beginning?,cupboard,Where will Aiden look for the pear?,drawer,Where will Stuffed bunny with bow look for the pear?,drawer,Where does Aiden think that Stuffed bunny with bow searches for the pear?,drawer,Where does Stuffed bunny with bow think that Aiden searches for the pear?,drawer
"1. Hunter entered the garden.
2. Toy cow with bell entered the garden.
3. The spinach is in the bucket.
4. Jayden entered the garden.
5. Toy cow with bell exited the garden.
6. Hunter moved the spinach to the basket.
7. Hunter exited the garden.
8. Toy cow with bell entered the pantry.
9. Toy cow with bell dislikes the spinach",Where is the spinach really?,basket,Where was the spinach at the beginning?,bucket,Where will Hunter look for the spinach?,basket,Where will Toy cow with bell look for the spinach?,bucket,Where does Hunter think that Toy cow with bell searches for the spinach?,bucket,Where does Toy cow with bell think that Hunter searches for the spinach?,bucket
"1. Isla entered the pantry.
2. Rag doll with button eyes entered the garage.
3. Lily entered the pantry.
4. The lettuce is in the treasure_chest.
5. Isla hates the cap
6. Rag doll with button eyes exited the garage.
7. Lily moved the lettuce to the box.
8. Isla exited the pantry.
9. Isla entered the pantry.
10. Isla loves the underclothes",Where is the lettuce really?,box,Where was the lettuce at the beginning?,treasure_chest,Where will Lily look for the lettuce?,box,Where will Isla look for the lettuce?,box,Where does Lily think that Isla searches for the lettuce?,box,Where does Isla think that Lily searches for the lettuce?,box
"1. Lucas entered the living_room.
2. Stuffed bunny with bow entered the living_room.
3. The cucumber is in the container.
4. Stuffed bunny with bow moved the cucumber to the basket.
5. Lucas exited the living_room.
6. Stuffed bunny with bow exited the living_room.
7. Lucas entered the living_room.",Where is the cucumber really?,basket,Where was the cucumber at the beginning?,container,Where will Stuffed bunny with bow look for the cucumber?,basket,Where will Lucas look for the cucumber?,basket,Where does Stuffed bunny with bow think that Lucas searches for the cucumber?,basket,Where does Lucas think that Stuffed bunny with bow searches for the cucumber?,basket
"1. Owen loves the cherry
2. Owen entered the bathroom.
3. Puppet with big nose entered the bathroom.
4. Puppet with big nose exited the bathroom.
5. Isabella entered the bathroom.
6. The dress is in the cupboard.
7. Owen moved the dress to the drawer.
8. Isabella exited the bathroom.",Where is the dress really?,drawer,Where was the dress at the beginning?,cupboard,Where will Owen look for the dress?,drawer,Where will Isabella look for the dress?,drawer,Where does Owen think that Isabella searches for the dress?,drawer,Where does Isabella think that Owen searches for the dress?,drawer
"1. Benjamin entered the bathroom.
2. Stuffed bunny with bow entered the bathroom.
3. The peas is in the drawer.
4. Stuffed bunny with bow moved the peas to the treasure_chest.
5. Benjamin exited the bathroom.
6. Stuffed bunny with bow exited the bathroom.
7. Benjamin entered the pantry.",Where is the peas really?,treasure_chest,Where was the peas at the beginning?,drawer,Where will Stuffed bunny with bow look for the peas?,treasure_chest,Where will Benjamin look for the peas?,treasure_chest,Where does Stuffed bunny with bow think that Benjamin searches for the peas?,treasure_chest,Where does Benjamin think that Stuffed bunny with bow searches for the peas?,treasure_chest
"1. Oliver entered the hallway.
2. Toy mouse with whiskers entered the attic.
3. Liam entered the hallway.
4. The carrot is in the drawer.
5. Oliver moved the carrot to the pantry.
6. Liam exited the hallway.
7. Toy mouse with whiskers exited the attic.
8. Liam entered the hallway.",Where is the carrot really?,pantry,Where was the carrot at the beginning?,drawer,Where will Oliver look for the carrot?,pantry,Where will Liam look for the carrot?,pantry,Where does Oliver think that Liam searches for the carrot?,pantry,Where does Liam think that Oliver searches for the carrot?,pantry
"1. Benjamin entered the TV_room.
2. Toy cow with bell entered the TV_room.
3. Benjamin dislikes the lettuce
4. The watermelon is in the suitcase.
5. Benjamin exited the TV_room.
6. Toy cow with bell moved the watermelon to the pantry.
7. Toy cow with bell exited the TV_room.
8. Benjamin entered the workshop.
9. Benjamin loves the beans",Where is the watermelon really?,pantry,Where was the watermelon at the beginning?,suitcase,Where will Toy cow with bell look for the watermelon?,pantry,Where will Benjamin look for the watermelon?,suitcase,Where does Toy cow with bell think that Benjamin searches for the watermelon?,suitcase,Where does Benjamin think that Toy cow with bell searches for the watermelon?,suitcase
"1. Emily hates the lime
2. William entered the patio.
3. Baby doll with bonnet entered the patio.
4. Emily entered the patio.
5. Baby doll with bonnet hates the cucumber
6. The slacks is in the container.
7. Emily moved the slacks to the bathtub.
8. Baby doll with bonnet exited the patio.
9. Baby doll with bonnet entered the cellar.",Where is the slacks really?,bathtub,Where was the slacks at the beginning?,container,Where will Emily look for the slacks?,bathtub,Where will Baby doll with bonnet look for the slacks?,bathtub,Where does Emily think that Baby doll with bonnet searches for the slacks?,bathtub,Where does Baby doll with bonnet think that Emily searches for the slacks?,bathtub
"1. James is in the hall.
2. James loves the persimmon
3. Lily entered the hall.
4. The skirt is in the basket.
5. Lily loves the underpants
6. Lily exited the hall.
7. James moved the skirt to the drawer.
8. James exited the hall.
9. Lily entered the closet.
10. Toy horse with mane entered the hall.",Where is the skirt really?,drawer,Where was the skirt at the beginning?,basket,Where will James look for the skirt?,drawer,Where will Lily look for the skirt?,basket,Where does James think that Lily searches for the skirt?,basket,Where does Lily think that James searches for the skirt?,basket
"1. Sophia entered the basement.
2. Toy robot with painted face entered the basement.
3. The cabbage is in the bathtub.
4. Carter likes the pants
5. Carter likes the underpants
6. Toy robot with painted face exited the basement.
7. Sophia moved the cabbage to the cupboard.
8. Sophia exited the basement.
9. Toy robot with painted face entered the basement.",Where is the cabbage really?,cupboard,Where was the cabbage at the beginning?,bathtub,Where will Sophia look for the cabbage?,cupboard,Where will Toy robot with painted face look for the cabbage?,cupboard,Where does Sophia think that Toy robot with painted face searches for the cabbage?,bathtub,Where does Toy robot with painted face think that Sophia searches for the cabbage?,bathtub
"1. Ella entered the laundry.
2. Rag cat with stripes entered the laundry.
3. The eggplant is in the bottle.
4. Ella loves the hat
5. Ella exited the laundry.
6. Rag cat with stripes moved the eggplant to the crate.",Where is the eggplant really?,crate,Where was the eggplant at the beginning?,bottle,Where will Rag cat with stripes look for the eggplant?,crate,Where will Ella look for the eggplant?,bottle,Where does Rag cat with stripes think that Ella searches for the eggplant?,bottle,Where does Ella think that Rag cat with stripes searches for the eggplant?,bottle
"1. Benjamin entered the office.
2. Teddy with red scarf entered the workshop.
3. Nathan entered the office.
4. The lime is in the container.
5. Benjamin exited the office.
6. Teddy with red scarf exited the workshop.
7. Nathan moved the lime to the crate.
8. Benjamin entered the office.",Where is the lime really?,crate,Where was the lime at the beginning?,container,Where will Nathan look for the lime?,crate,Where will Benjamin look for the lime?,crate,Where does Nathan think that Benjamin searches for the lime?,crate,Where does Benjamin think that Nathan searches for the lime?,crate
"1. Sophia dislikes the apple
2. Jacob entered the porch.
3. Baby doll with bonnet entered the porch.
4. Baby doll with bonnet hates the shoes
5. The belt is in the pantry.
6. Jacob exited the porch.
7. Baby doll with bonnet moved the belt to the bucket.
8. Baby doll with bonnet exited the porch.
9. Jacob entered the kitchen.",Where is the belt really?,bucket,Where was the belt at the beginning?,pantry,Where will Baby doll with bonnet look for the belt?,bucket,Where will Jacob look for the belt?,pantry,Where does Baby doll with bonnet think that Jacob searches for the belt?,pantry,Where does Jacob think that Baby doll with bonnet searches for the belt?,pantry
"1. Alexander entered the crawlspace.
2. Teddy with red scarf entered the crawlspace.
3. The banana is in the suitcase.
4. Ella entered the crawlspace.
5. Alexander exited the crawlspace.
6. Teddy with red scarf moved the banana to the pantry.
7. Alexander entered the crawlspace.",Where is the banana really?,pantry,Where was the banana at the beginning?,suitcase,Where will Teddy with red scarf look for the banana?,pantry,Where will Alexander look for the banana?,pantry,Where does Teddy with red scarf think that Alexander searches for the banana?,pantry,Where does Alexander think that Teddy with red scarf searches for the banana?,pantry
"1. Charlotte entered the cellar.
2. Charlotte likes the persimmon
3. Puppet with big nose entered the cellar.
4. The radish is in the bathtub.
5. Puppet with big nose moved the radish to the box.
6. Aria entered the den.
7. Charlotte exited the cellar.
8. Aria likes the peas",Where is the radish really?,box,Where was the radish at the beginning?,bathtub,Where will Puppet with big nose look for the radish?,box,Where will Charlotte look for the radish?,box,Where does Puppet with big nose think that Charlotte searches for the radish?,box,Where does Charlotte think that Puppet with big nose searches for the radish?,box
"1. Abigail hates the corn
2. Ava entered the lounge.
3. Doll with pink dress entered the lounge.
4. The tie is in the bathtub.
5. Doll with pink dress moved the tie to the box.
6. Doll with pink dress loves the peas
7. Abigail entered the lounge.
8. Ava exited the lounge.",Where is the tie really?,box,Where was the tie at the beginning?,bathtub,Where will Doll with pink dress look for the tie?,box,Where will Ava look for the tie?,box,Where does Doll with pink dress think that Ava searches for the tie?,box,Where does Ava think that Doll with pink dress searches for the tie?,box
"1. Noah hates the scarf
2. Oliver entered the basement.
3. Puppet with big nose entered the basement.
4. The coat is in the pantry.
5. Puppet with big nose moved the coat to the cupboard.
6. Noah loves the onion
7. Oliver exited the basement.
8. Oliver entered the TV_room.",Where is the coat really?,cupboard,Where was the coat at the beginning?,pantry,Where will Puppet with big nose look for the coat?,cupboard,Where will Oliver look for the coat?,cupboard,Where does Puppet with big nose think that Oliver searches for the coat?,cupboard,Where does Oliver think that Puppet with big nose searches for the coat?,cupboard
"1. Mila entered the living_room.
2. Noah is in the living_room.
3. Stuffed bunny with bow entered the garden.
4. The pajamas is in the drawer.
5. Noah moved the pajamas to the box.
6. Stuffed bunny with bow exited the garden.
7. Mila exited the living_room.
8. Noah exited the living_room.
9. Noah loves the t-shirt
10. Mila entered the living_room.",Where is the pajamas really?,box,Where was the pajamas at the beginning?,drawer,Where will Noah look for the pajamas?,box,Where will Mila look for the pajamas?,box,Where does Noah think that Mila searches for the pajamas?,box,Where does Mila think that Noah searches for the pajamas?,box
"1. Nathan hates the cucumber
2. Nathan entered the back_yard.
3. Plush dog with collar entered the back_yard.
4. The plum is in the bathtub.
5. Plush dog with collar moved the plum to the container.
6. Nathan exited the back_yard.",Where is the plum really?,container,Where was the plum at the beginning?,bathtub,Where will Plush dog with collar look for the plum?,container,Where will Nathan look for the plum?,container,Where does Plush dog with collar think that Nathan searches for the plum?,container,Where does Nathan think that Plush dog with collar searches for the plum?,container
"1. Lucas entered the crawlspace.
2. Toy mouse with whiskers entered the crawlspace.
3. Ella dislikes the potato
4. The tangerine is in the drawer.
5. Toy mouse with whiskers exited the crawlspace.
6. Ella likes the pineapple
7. Lucas moved the tangerine to the bucket.",Where is the tangerine really?,bucket,Where was the tangerine at the beginning?,drawer,Where will Lucas look for the tangerine?,bucket,Where will Toy mouse with whiskers look for the tangerine?,drawer,Where does Lucas think that Toy mouse with whiskers searches for the tangerine?,drawer,Where does Toy mouse with whiskers think that Lucas searches for the tangerine?,drawer
"1. Ella likes the celery
2. Chloe likes the sweater
3. Chloe entered the master_bedroom.
4. Teddy with red scarf entered the study.
5. Ella entered the master_bedroom.
6. The melon is in the box.
7. Teddy with red scarf exited the study.
8. Ella moved the melon to the bottle.
9. Chloe exited the master_bedroom.",Where is the melon really?,bottle,Where was the melon at the beginning?,box,Where will Ella look for the melon?,bottle,Where will Chloe look for the melon?,bottle,Where does Ella think that Chloe searches for the melon?,bottle,Where does Chloe think that Ella searches for the melon?,bottle
"1. Mila entered the garden.
2. Teddy with red scarf entered the garden.
3. James entered the garden.
4. The t-shirt is in the bottle.
5. James dislikes the sweet_potato
6. James exited the garden.
7. James entered the garden.
8. Mila moved the t-shirt to the pantry.",Where is the t-shirt really?,pantry,Where was the t-shirt at the beginning?,bottle,Where will Mila look for the t-shirt?,pantry,Where will James look for the t-shirt?,pantry,Where does Mila think that James searches for the t-shirt?,pantry,Where does James think that Mila searches for the t-shirt?,pantry
"1. Rag bunny with floppy ears hates the lettuce
2. Chloe entered the pantry.
3. Rag bunny with floppy ears entered the pantry.
4. Mia dislikes the asparagus
5. Mia entered the pantry.
6. Mia exited the pantry.
7. The scarf is in the cupboard.
8. Chloe moved the scarf to the crate.
9. Rag bunny with floppy ears exited the pantry.",Where is the scarf really?,crate,Where was the scarf at the beginning?,cupboard,Where will Chloe look for the scarf?,crate,Where will Rag bunny with floppy ears look for the scarf?,crate,Where does Chloe think that Rag bunny with floppy ears searches for the scarf?,crate,Where does Rag bunny with floppy ears think that Chloe searches for the scarf?,crate
"1. Lily dislikes the pumpkin
2. Isabella entered the back_yard.
3. Marionette with smile entered the back_yard.
4. The underpants is in the box.
5. Lily entered the back_yard.
6. Lily exited the back_yard.
7. Marionette with smile moved the underpants to the basket.
8. Isabella exited the back_yard.",Where is the underpants really?,basket,Where was the underpants at the beginning?,box,Where will Marionette with smile look for the underpants?,basket,Where will Isabella look for the underpants?,basket,Where does Marionette with smile think that Isabella searches for the underpants?,basket,Where does Isabella think that Marionette with smile searches for the underpants?,basket
"1. William entered the basement.
2. Doll with pigtails entered the pantry.
3. Hannah entered the pantry.
4. The underclothes is in the suitcase.
5. William exited the basement.
6. Hannah exited the pantry.
7. Doll with pigtails moved the underclothes to the basket.
8. William likes the cap",Where is the underclothes really?,basket,Where was the underclothes at the beginning?,suitcase,Where will Doll with pigtails look for the underclothes?,basket,Where will Hannah look for the underclothes?,suitcase,Where does Doll with pigtails think that Hannah searches for the underclothes?,suitcase,Where does Hannah think that Doll with pigtails searches for the underclothes?,suitcase
"1. Jackson entered the back_yard.
2. Ethan loves the green_pepper
3. Toy soldier with helmet entered the back_yard.
4. The scarf is in the pantry.
5. Jackson moved the scarf to the container.
6. Toy soldier with helmet exited the back_yard.",Where is the scarf really?,container,Where was the scarf at the beginning?,pantry,Where will Jackson look for the scarf?,container,Where will Toy soldier with helmet look for the scarf?,container,Where does Jackson think that Toy soldier with helmet searches for the scarf?,container,Where does Toy soldier with helmet think that Jackson searches for the scarf?,container
"1. Chloe entered the bedroom.
2. Plush cat with whiskers entered the bedroom.
3. Ava entered the bedroom.
4. The dress is in the crate.
5. Plush cat with whiskers exited the bedroom.
6. Chloe moved the dress to the treasure_chest.
7. Plush cat with whiskers entered the bedroom.",Where is the dress really?,treasure_chest,Where was the dress at the beginning?,crate,Where will Chloe look for the dress?,treasure_chest,Where will Plush cat with whiskers look for the dress?,treasure_chest,Where does Chloe think that Plush cat with whiskers searches for the dress?,treasure_chest,Where does Plush cat with whiskers think that Chloe searches for the dress?,treasure_chest
"1. James loves the cherry
2. Noah entered the master_bedroom.
3. Toy mouse with whiskers entered the master_bedroom.
4. The pumpkin is in the crate.
5. Noah exited the master_bedroom.
6. Toy mouse with whiskers moved the pumpkin to the envelope.
7. Toy mouse with whiskers exited the master_bedroom.
8. Noah entered the master_bedroom.
9. Noah dislikes the t-shirt",Where is the pumpkin really?,envelope,Where was the pumpkin at the beginning?,crate,Where will Toy mouse with whiskers look for the pumpkin?,envelope,Where will Noah look for the pumpkin?,envelope,Where does Toy mouse with whiskers think that Noah searches for the pumpkin?,crate,Where does Noah think that Toy mouse with whiskers searches for the pumpkin?,crate
"1. James entered the porch.
2. Mia is in the porch.
3. James exited the porch.
4. Stuffed pig with tail entered the porch.
5. The sweatshirt is in the cupboard.
6. Stuffed pig with tail moved the sweatshirt to the container.
7. Mia exited the porch.
8. Mia entered the laundry.",Where is the sweatshirt really?,container,Where was the sweatshirt at the beginning?,cupboard,Where will Stuffed pig with tail look for the sweatshirt?,container,Where will Mia look for the sweatshirt?,container,Where does Stuffed pig with tail think that Mia searches for the sweatshirt?,container,Where does Mia think that Stuffed pig with tail searches for the sweatshirt?,container
"1. Noah entered the den.
2. Marionette with smile entered the den.
3. The shirt is in the treasure_chest.
4. Noah exited the den.
5. Marionette with smile moved the shirt to the envelope.
6. Marionette with smile exited the den.
7. Noah entered the den.",Where is the shirt really?,envelope,Where was the shirt at the beginning?,treasure_chest,Where will Marionette with smile look for the shirt?,envelope,Where will Noah look for the shirt?,envelope,Where does Marionette with smile think that Noah searches for the shirt?,treasure_chest,Where does Noah think that Marionette with smile searches for the shirt?,treasure_chest
"1. Ethan entered the back_yard.
2. Baby doll with bonnet hates the apple
3. Baby doll with bonnet entered the back_yard.
4. Hannah entered the back_yard.
5. The orange is in the box.
6. Baby doll with bonnet exited the back_yard.
7. Baby doll with bonnet entered the front_yard.
8. Ethan moved the orange to the container.",Where is the orange really?,container,Where was the orange at the beginning?,box,Where will Ethan look for the orange?,container,Where will Baby doll with bonnet look for the orange?,box,Where does Ethan think that Baby doll with bonnet searches for the orange?,container,Where does Baby doll with bonnet think that Ethan searches for the orange?,container
"1. Carter entered the hall.
2. Toy soldier with helmet entered the hall.
3. The skirt is in the bottle.
4. Toy soldier with helmet exited the hall.
5. Benjamin entered the hall.
6. Toy soldier with helmet entered the hall.
7. Carter moved the skirt to the basket.",Where is the skirt really?,basket,Where was the skirt at the beginning?,bottle,Where will Carter look for the skirt?,basket,Where will Toy soldier with helmet look for the skirt?,basket,Where does Carter think that Toy soldier with helmet searches for the skirt?,basket,Where does Toy soldier with helmet think that Carter searches for the skirt?,basket
"1. Oliver entered the porch.
2. Toy horse with mane entered the porch.
3. The banana is in the suitcase.
4. Toy horse with mane moved the banana to the treasure_chest.
5. Oliver exited the porch.
6. Toy horse with mane exited the porch.
7. Oliver entered the back_yard.",Where is the banana really?,treasure_chest,Where was the banana at the beginning?,suitcase,Where will Toy horse with mane look for the banana?,treasure_chest,Where will Oliver look for the banana?,treasure_chest,Where does Toy horse with mane think that Oliver searches for the banana?,treasure_chest,Where does Oliver think that Toy horse with mane searches for the banana?,treasure_chest
"1. Alexander entered the dining_room.
2. Wooden puppet with strings entered the dining_room.
3. Wooden puppet with strings likes the stockings
4. The asparagus is in the bottle.
5. Alexander moved the asparagus to the envelope.
6. Ella entered the dining_room.
7. Wooden puppet with strings exited the dining_room.",Where is the asparagus really?,envelope,Where was the asparagus at the beginning?,bottle,Where will Alexander look for the asparagus?,envelope,Where will Wooden puppet with strings look for the asparagus?,envelope,Where does Alexander think that Wooden puppet with strings searches for the asparagus?,envelope,Where does Wooden puppet with strings think that Alexander searches for the asparagus?,envelope
